Tên_mặt_hàng,Thị_trường,Loại_giá,Nguồn,Ngày,Giá
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-07-19,7000.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-07-19,17250.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-07-18,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-07-18,7100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-07-18,7500.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-07-17,7000.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-07-17,18100.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-07-16,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-07-16,7100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-07-16,7500.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-07-12,6900.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-07-11,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-07-11,7100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-07-11,7500.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-07-10,6900.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-07-10,18400.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-07-09,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-07-09,7100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-07-09,7500.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-07-05,6900.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-07-04,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-07-04,7100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-07-04,7500.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-07-03,6900.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-07-02,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-07-02,7100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-07-02,7500.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-06-28,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-06-28,16500.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-06-27,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-06-27,7100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-06-27,7500.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-06-26,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-06-26,17750.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-06-25,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-06-25,7100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-06-25,7500.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-06-21,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-06-21,16350.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-06-20,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-06-20,7300.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-06-20,7600.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-06-19,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-06-19,16750.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-06-18,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-06-18,7300.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-06-18,7600.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-06-14,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-06-14,17250.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-06-13,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-06-13,7300.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-06-13,7800.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-06-12,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-06-12,17900.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-06-11,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-06-11,7300.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-06-11,7800.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-06-07,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-06-07,17000.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-06-06,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-06-06,7500.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-06-06,7850.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-06-05,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-06-05,18100.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-06-04,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-06-04,7500.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-06-04,7850.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-05-31,7700.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-05-31,16500.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-05-30,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-05-30,7500.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-05-30,7850.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-05-29,7700.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-05-29,17750.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-05-28,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-05-28,7950.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-05-28,7900.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-05-24,8100.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-05-24,16500.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-05-23,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-05-23,7950.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-05-23,7900.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-05-22,8100.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-05-22,17750.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-05-21,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-05-21,7950.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-05-21,8100.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-05-17,7800.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-05-17,16350.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-05-16,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-05-16,7950.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-05-16,8100.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-05-15,7800.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-05-15,16750.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-05-14,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-05-14,7950.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-05-14,8100.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-05-10,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-05-10,17500.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-05-09,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-05-09,7950.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-05-09,8100.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-05-08,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-05-08,17650.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-05-07,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-05-07,7950.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-05-07,8200.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-05-03,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-05-03,18000.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-05-02,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-05-02,7950.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-05-02,8200.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-05-01,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-05-01,17250.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-04-30,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-04-30,7950.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-04-30,8100.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-04-26,7400.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-04-25,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-04-25,7950.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-04-25,7900.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-04-24,7400.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-04-24,18400.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-04-23,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-04-23,7950.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-04-23,7900.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-04-19,7400.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-04-18,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-04-18,7950.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-04-18,7900.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-04-17,7400.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-04-17,18100.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-04-16,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-04-16,7650.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-04-16,7900.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-04-12,7400.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-04-12,17250.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-04-11,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-04-11,7650.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-04-11,7900.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-04-10,7400.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-04-10,17900.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-04-09,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-04-09,7950.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-04-09,7900.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-04-05,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-04-05,17000.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-04-04,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-04-04,7950.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-04-04,8100.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-04-03,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-04-03,18100.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-04-02,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-04-02,7950.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-04-02,8100.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-03-29,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-03-29,19100.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-03-28,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-03-28,7800.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-03-28,8000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-03-27,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-03-27,19100.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-03-26,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-03-26,7800.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-03-26,8000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-03-22,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-03-22,18400.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-03-21,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-03-21,7750.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-03-21,7900.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-03-20,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-03-20,18350.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-03-19,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-03-19,7750.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-03-19,7900.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-03-15,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-03-15,18250.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-03-14,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-03-14,7750.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-03-14,7900.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-03-13,7400.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-03-13,17250.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-03-12,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-03-12,7750.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-03-12,7900.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-03-08,7400.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-03-08,17900.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-03-07,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-03-07,7400.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-03-07,7700.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-03-06,7300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-03-06,16500.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-03-05,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-03-05,7400.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-03-05,7700.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-03-01,7300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-03-01,19000.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-02-29,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-02-29,7400.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-02-29,8000.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-02-28,17600.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-02-27,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-02-27,7400.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-02-27,8000.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-02-23,18250.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-02-22,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-02-22,8350.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-02-22,8500.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-02-21,18350.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-02-20,7900.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-02-20,8500.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-02-16,17350.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-02-15,7900.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-02-15,8500.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-02-14,17850.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-02-13,7900.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-02-13,8300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-02-09,17600.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-02-08,7900.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-02-08,8300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-02-07,17800.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-02-06,7900.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-02-06,8300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-02-02,17500.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-02-01,7900.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-02-01,8300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-01-31,19100.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-01-30,7900.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-01-30,8300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-01-26,19100.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-01-25,7900.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-01-25,8300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-01-24,18400.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-01-23,7900.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-01-23,8300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-01-19,18350.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-01-18,7900.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-01-18,8300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-01-17,18250.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-01-16,7900.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-01-16,8300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-01-12,17250.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-01-11,7900.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-01-11,8300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-01-10,17900.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-01-09,7900.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-01-09,8300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-01-05,16500.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-01-04,7900.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-01-04,8300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-01-03,19000.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-01-02,7900.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-01-02,8300.0
Lúa Nhật,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-12-19,7800.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-12-19,9100.0
Đài Thơm 8,Thái Bình,Bán lẻ,CTV địa phương,2023-12-19,17100.0
Lúa Nhật,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-12-14,7800.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-12-14,9100.0
Đài Thơm 8,Thái Bình,Bán lẻ,CTV địa phương,2023-12-14,17150.0
Lúa Nhật,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-12-12,7800.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-12-12,9100.0
Đài Thơm 8,Thái Bình,Bán lẻ,CTV địa phương,2023-12-12,17150.0
Lúa Nhật,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-12-07,7800.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-12-07,9100.0
Đài Thơm 8,Thái Bình,Bán lẻ,CTV địa phương,2023-12-07,17050.0
Lúa Nhật,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-12-05,7800.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-12-05,9000.0
Đài Thơm 8,Thái Bình,Bán lẻ,CTV địa phương,2023-12-05,16850.0
Lúa Nhật,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-11-30,7800.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-11-30,9000.0
Đài Thơm 8,Thái Bình,Bán lẻ,CTV địa phương,2023-11-30,16850.0
Lúa Nhật,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-11-28,7800.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-11-28,9000.0
Đài Thơm 8,Thái Bình,Bán lẻ,CTV địa phương,2023-11-28,16850.0
Lúa Nhật,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-11-23,7800.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-11-23,9000.0
Đài Thơm 8,Thái Bình,Bán lẻ,CTV địa phương,2023-11-23,16850.0
Lúa Nhật,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-11-21,7800.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-11-21,8900.0
Đài Thơm 8,Thái Bình,Bán lẻ,CTV địa phương,2023-11-21,16650.0
Lúa Nhật,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-11-16,7800.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-11-16,8900.0
Đài Thơm 8,Thái Bình,Bán lẻ,CTV địa phương,2023-11-16,16650.0
Đài thơm 8 (lúa tươi),An Giang,Thương lái thu mua,CTV địa phương,2023-11-15,8600.0
Gạo Sóc thường,An Giang,Thương lái thu mua,CTV địa phương,2023-11-15,20000.0
Lúa Nhật,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-11-14,7800.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-11-14,8900.0
Đài Thơm 8,Thái Bình,Bán lẻ,CTV địa phương,2023-11-14,16650.0
Đài thơm 8 (lúa tươi),An Giang,Thương lái thu mua,CTV địa phương,2023-11-13,8600.0
Gạo Sóc thường,An Giang,Thương lái thu mua,CTV địa phương,2023-11-13,20000.0
Lúa Nhật,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-11-09,7800.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-11-09,8900.0
Đài Thơm 8,Thái Bình,Bán lẻ,CTV địa phương,2023-11-09,16500.0
Đài thơm 8 (lúa tươi),An Giang,Thương lái thu mua,CTV địa phương,2023-11-08,8300.0
Gạo Sóc thường,An Giang,Thương lái thu mua,CTV địa phương,2023-11-08,19700.0
Lúa Nhật,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-11-07,7800.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,CTV địa phương,2023-11-07,8700.0
Đài Thơm 8,Thái Bình,Bán lẻ,CTV địa phương,2023-11-07,16500.0
Đài thơm 8 (lúa tươi),An Giang,Thương lái thu mua,CTV địa phương,2023-11-06,8300.0
Gạo Sóc thường,An Giang,Thương lái thu mua,CTV địa phương,2023-11-06,19700.0
